goodreads_book_id,title,authors,average_rating,ratings_count,Fantasy,art,biography,business,christian,classics,comics,cookbooks,crime,history,horror,manga,memoir,music,mystery,paranormal,philosophy,poetry,psychology,religion,romance,science,spirituality,sports,suspense,thriller,travel
14403,The Story of Ruby Bridges,"Robert Coles, George Ford",4.41,9703,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14404,The Monkey's Raincoat,Robert Crais,3.98,14940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14460,Kitty Goes to Washington,Carrie Vaughn,3.87,16725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14461,Kitty and the Midnight Hour,Carrie Vaughn,3.66,25102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14469,Selected Stories,"O. Henry, Victoria Blake",4.16,15308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14480,Calling Doctor Amelia Bedelia,"Herman Parish, Lynn Sweat",4.29,12422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14481,"Come Back, Amelia Bedelia","Peggy Parish, Wallace Tripp",4.25,14154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14497,Neverwhere,Neil Gaiman,4.18,268318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14498,Neil Gaiman's Neverwhere,"Mike Carey, Glenn Fabry, Neil Gaiman",4.21,29375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14554,If Tomorrow Comes,Sidney Sheldon,4.01,44722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14570,Eight Cousins,Louisa May Alcott,4.02,27612,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14572,Peace Is Every Step,"Thich Nhat Hanh, Arnold Kotler, Dalai Lama XIV",4.34,19152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14595,Please Kill Me,"Legs McNeil, Gillian McCain",4.16,20652,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14662,The Red and the Black,"Stendhal, Roger Gard",3.87,33346,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14680,The Charterhouse of Parma,"Stendhal, Richard Howard, Robert Andrew Parker",3.83,9252,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14706,Faust,"Johann Wolfgang von Goethe, Peter Salm",3.93,43276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14743,The God Delusion,Richard Dawkins,3.89,162740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14748,Good in Bed,Jennifer Weiner,3.7,248804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14755,The Guy Not Taken,Jennifer Weiner,3.46,20420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14756,Goodnight Nobody,Jennifer Weiner,3.64,51748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14758,In Her Shoes,Jennifer Weiner,3.78,167400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14785,Chosen Prey,John Sandford,4.23,20176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14817,A Scanner Darkly,Philip K. Dick,4.04,54014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14836,Midnight's Children,Salman Rushdie,3.99,75502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14839,Last Man Standing,David Baldacci,4.03,36265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14864,Plain Truth,Jodi Picoult,3.97,128406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14865,Vanishing Acts,Jodi Picoult,3.68,79662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14866,Nineteen Minutes,Jodi Picoult,4.1,235978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14891,A Tree Grows in Brooklyn,Betty  Smith,4.24,291909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14905,The Complete Novels,Jane Austen,4.55,18828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14935,Sense and Sensibility,"Jane Austen, Tony Tanner, Ros Ballaster",4.06,738894,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14940,Who's Afraid of Virginia Woolf,Edward Albee,4.09,45045,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14942,Mrs. Dalloway,"Virginia Woolf, Maureen Howard",3.78,136327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14963,A Wedding in December,Anita Shreve,3.08,15869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14964,Body Surfing,Anita Shreve,3.31,15041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14965,Light on Snow,Anita Shreve,3.56,22845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14975,Labyrinth,Kate Mosse,3.55,36237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14990,Spook,Mary Roach,3.57,26306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14995,Odd Thomas,Dean Koontz,3.94,205986,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14996,Brother Odd,Dean Koontz,3.98,48400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15014,Crucial Conversations,"Kerry Patterson, Joseph Grenny, Ron McMillan, Al Switzler, Stephen R. Covey",4,26172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15015,Conversations with God,Neale Donald Walsch,4.15,21977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15018,Conversations With God,Neale Donald Walsch,4.18,12301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15019,Conversations With God,Neale Donald Walsch,4.1,19444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15047,The Passion,Jeanette Winterson,4.12,13391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15050,Sexing the Cherry,Jeanette Winterson,3.83,10450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15054,Written on the Body,Jeanette Winterson,4.08,18203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15055,Oranges Are Not the Only Fruit,Jeanette Winterson,3.75,35082,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15096,Five Quarters of the Orange,Joanne Harris,3.83,23332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15101,Blackberry Wine,Joanne Harris,3.78,9558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15154,The Collectors,David Baldacci,4.01,29596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15157,Saving Faith,David Baldacci,3.82,13377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15158,The Camel Club,David Baldacci,4.02,58973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15159,Absolute Power,David Baldacci,4.15,72481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15161,The Ladies of Grace Adieu and Other Stories,"Susanna Clarke, Charles Vess",3.85,12150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15171,A Girl Named Zippy,Haven Kimmel,3.79,27928,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15195,The Complete Maus,Art Spiegelman,4.53,76785,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15196,Maus I,Art Spiegelman,4.35,184007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15197,Maus II,Art Spiegelman,4.41,90147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15241,The Two Towers,J.R.R. Tolkien,4.42,480446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15309,The Laughing Corpse,Laurell K. Hamilton,4.11,62189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15398,The Last Days of Dogtown,Anita Diamant,3.39,8216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15433,Night Mare,Piers Anthony,3.81,15008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15447,The Source of Magic,Piers Anthony,3.86,19149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15547,Magic Kingdom For Sale,Terry Brooks,3.86,26995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15549,Armageddon's Children,Terry Brooks,4.09,11107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15557,Jarka Ruus,Terry Brooks,3.96,11017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15559,Morgawr,Terry Brooks,3.96,12797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15560,Ilse Witch,Terry Brooks,3.95,14386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15561,Wizard at Large,Terry Brooks,3.81,12580,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15566,The Elf Queen of Shannara,Terry Brooks,4.02,23895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15567,The Wishsong of Shannara,Terry Brooks,3.97,36303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15568,The Druid of Shannara,Terry Brooks,4,24815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15575,The Sword of Shannara,Terry Brooks,3.76,58967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15595,The Midwife's Apprentice,Karen Cushman,3.71,33217,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15613,"Billy Budd, Sailor",Herman Melville,3.09,10866,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15622,Native Son,Richard Wright,3.96,66194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15638,Cyrano de Bergerac,"Edmond Rostand, Eteel Lawson, Lowell Bair",4.05,54607,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15645,Inferno,"Dante Alighieri, Anthony M. Esolen",3.99,87511,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15654,The Stranger Beside Me,Ann Rule,4.13,35824,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15655,The Kindness of Strangers,Katrina Kittle,4,10627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15673,Wayside School Gets A Little Stranger,Louis Sachar,4.18,15566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15676,Strangers,Dean Koontz,3.98,34661,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15677,Strangers on a Train,Patricia Highsmith,3.82,9788,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15719,Marvel 1602,"Neil Gaiman, Andy Kubert, Richard Isanove, Peter Sanderson",3.93,43541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15746,One Door Away from Heaven,Dean Koontz,3.95,16299,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15752,By the Light of the Moon,Dean Koontz,3.84,19276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15760,Dark Rivers of the Heart,Dean Koontz,3.88,13792,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15764,The Amateur Marriage,Anne Tyler,3.59,11527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15769,The Bourne Supremacy,Robert Ludlum,4.09,142168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15836,Fugitive Pieces,Anne Michaels,3.95,10642,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15852,Relativity,"Albert Einstein, Nigel Calder, Robert W. Lawson",4.17,11069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15858,Mirror Mirror,Gregory Maguire,3.27,26307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15860,State of Fear,Michael Crichton,3.69,65397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15881,Harry Potter and the Chamber of Secrets,"J.K. Rowling, Mary GrandPré",4.37,1779331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15888,An Instance of the Fingerpost,Iain Pears,3.93,17604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15904,The Sunday Philosophy Club,Alexander McCall Smith,3.36,14279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15924,At First Sight,Nicholas Sparks,3.81,62219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15925,The Guardian,Nicholas Sparks,4.14,136427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15926,Nights in Rodanthe,Nicholas Sparks,3.82,129807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15931,The Notebook,Nicholas Sparks,4.06,1053403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15997,Paradise Lost,"John Milton, John      Leonard",3.8,96316,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16006,Paradise,Judith McNaught,4.32,24363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16012,"Paradise Kiss, Vol. 1",Ai Yazawa,4.11,14065,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16055,The Magician's Assistant,Ann Patchett,3.64,21507,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16059,The Dive From Clausen's Pier,Ann Packer,3.41,18445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16076,The Awakening and Selected Stories,"Kate Chopin, Cynthia Brantley Johnson, Alyssa  Harad",3.84,8505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16130,Alexander Hamilton,Ron Chernow,4.26,46198,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16176,The Red Queen,Matt Ridley,4.02,11437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16178,Dairy Queen,Catherine Gilbert Murdock,3.73,23306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16180,The Boleyn Inheritance,Philippa Gregory,3.84,62135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16181,The Constant Princess,Philippa Gregory,3.88,124786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16188,Wideacre,Philippa Gregory,3.28,17469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16200,Ella Minnow Pea,Mark Dunn,3.84,19819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16204,Daisy Miller,Henry James,3.36,17118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16213,The Hot Zone,Richard   Preston,4.1,72207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16235,Sister of My Heart,Chitra Banerjee Divakaruni,3.97,14434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16243,Case Histories,Kate Atkinson,3.82,54908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16255,Tales of the City,Armistead Maupin,4.06,23666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16256,More Tales of the City,Armistead Maupin,4.18,9799,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16286,The Magus,John Fowles,4.04,32914,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16297,Cards on the Table,Agatha Christie,3.9,19577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16298,A Murder Is Announced,Agatha Christie,3.96,25811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16299,And Then There Were None,Agatha Christie,4.23,408983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16300,Sleeping Murder,Agatha Christie,3.91,15612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16305,Evil Under the Sun,Agatha Christie,3.94,28776,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16307,Hallowe'en Party,Agatha Christie,3.66,14932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16312,"One, Two, Buckle My Shoe","Agatha Christie, Hugh Fraser",3.74,11285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16315,Crooked House,Agatha Christie,3.98,15657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16316,The Big Four,Agatha Christie,3.6,17820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16319,The Body in the Library,Agatha Christie,3.85,36188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16322,The A.B.C. Murders,Agatha Christie,3.97,49513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16326,Death in the Clouds,Agatha Christie,3.78,17308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16328,The Murder of Roger Ackroyd,Agatha Christie,4.2,71354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16331,Murder at the Vicarage,Agatha Christie,4.03,93963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16333,At Bertram's Hotel,Agatha Christie,3.7,14221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16335,The Mystery of the Blue Train,Agatha Christie,3.77,17011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16341,The Moving Finger,Agatha Christie,3.84,15142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16342,Cat Among the Pigeons,Agatha Christie,3.82,17221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16343,The Mysterious Affair at Styles,"Agatha Christie, Ροζίτα Σώκου",3.98,135514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16349,Hercule Poirot's Christmas,Agatha Christie,3.9,17971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16360,Murder in Mesopotamia,Agatha Christie,3.86,21207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16363,Appointment with Death,Agatha Christie,3.84,20793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16372,The Mirror Crack'd from Side to Side,Agatha Christie,3.89,20177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16387,"Carry on, Jeeves",P.G. Wodehouse,4.28,13133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16424,Peril at End House,Agatha Christie,3.89,19463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16429,The Husband,Dean Koontz,3.8,36233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16431,Sole Survivor,Dean Koontz,3.77,21203,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16433,Forever Odd,Dean Koontz,3.96,54958,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16434,The Taking,Dean Koontz,3.78,29721,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16435,Life Expectancy,Dean Koontz,3.98,24584,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16527,Daughter of Fortune,"Isabel Allende, Margaret Sayers Peden",3.89,89770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16532,Of Love and Shadows,"Isabel Allende, Margaret Sayers Peden",3.96,15919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16619,Democracy in America,"Alexis de Tocqueville, Isaac Kramnick, Gerald Bevan",3.99,15917,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16631,Steppenwolf,"Hermann Hesse, Basil Creighton",4.11,80769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16634,The Glass Bead Game,"Hermann Hesse, Richard Winston, Clara Winston, Theodore Ziolkowski",4.11,20198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16640,The Sorrows of Young Werther,"Johann Wolfgang von Goethe, Burton Pike",3.63,37293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16685,The Cat Who Walks Through Walls,Robert A. Heinlein,3.7,17892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16690,The Moon is a Harsh Mistress,Robert A. Heinlein,4.17,80366,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16696,The Final Solution,"Michael Chabon, Jay Ryan",3.31,12466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16697,The Mysteries of Pittsburgh,Michael Chabon,3.63,19778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16703,The Yiddish Policemen's Union,Michael Chabon,3.69,46854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16729,Beach Music,Pat Conroy,4.13,33220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
